sleep_hours,woke_up_on_time,coffee,breakfast,exercise,work_stress,workload,weather,social_interaction,screen_time,study_hours,productive_day,bad_event,good_event,music,outside_time,sleep_quality,mood
6,0,2,0,1,Medium,Heavy,Sunny,0,9.8,2.2,0,1,0,1,0.9,Fair,Annoyed
9,1,2,0,1,Medium,Moderate,Sunny,1,3.2,3.2,1,0,1,1,3.3,Good,Happy
9,1,1,1,0,Medium,Moderate,Sunny,0,4.4,3.3,1,0,1,1,2.3,Fair,Happy
5,0,0,1,0,Medium,Moderate,Windy,0,5.5,0.8,0,0,0,1,0.1,Poor,Sad
7,1,1,1,0,Medium,Moderate,Windy,1,4.8,3.7,1,0,1,1,1.5,Good,Happy
5,0,0,1,0,High,Light,Sunny,0,7.6,0.5,0,0,0,1,0.0,Fair,Sad
7,0,1,1,1,Medium,Heavy,Windy,1,2.1,4.9,1,0,0,1,1.8,Fair,Happy
4,0,0,0,0,Medium,Heavy,Sunny,1,8.4,2.3,0,1,1,0,0.6,Poor,Sad
6,1,3,0,0,High,Moderate,Rainy,1,6.8,0.4,0,0,0,1,0.6,Poor,Annoyed
7,1,1,1,1,Low,Moderate,Cloudy,0,4.8,5.6,1,0,1,0,2.5,Good,Happy
9,1,2,1,1,Low,Heavy,Sunny,0,4.3,2.9,1,0,1,0,1.4,Poor,Happy
5,1,1,1,1,Medium,Heavy,Rainy,1,8.0,0.2,0,1,1,1,0.5,Good,Sad
6,0,0,1,0,High,Moderate,Cloudy,0,7.4,2.0,0,1,1,1,0.6,Fair,Sad
9,1,2,1,1,Low,Moderate,Sunny,1,5.0,2.9,1,0,1,1,1.3,Excellent,Happy
7,1,2,1,1,Low,Moderate,Sunny,1,3.8,4.0,1,0,1,1,1.2,Good,Happy
7,1,2,1,1,Medium,Moderate,Sunny,1,4.6,4.1,1,0,1,1,2.1,Excellent,Happy
7,0,1,0,0,High,Heavy,Rainy,0,5.6,0.2,0,1,1,1,0.2,Fair,Annoyed
7,1,1,1,1,Low,Moderate,Rainy,1,4.2,2.3,1,0,1,1,3.0,Excellent,Calm
8,1,2,0,1,Low,Moderate,Sunny,1,5.1,3.6,1,1,1,1,3.1,Good,Calm
5,0,3,0,1,High,Moderate,Cloudy,0,7.1,0.2,0,0,0,1,1.5,Good,Sad
7,1,2,1,1,Low,Moderate,Rainy,1,4.5,3.1,1,0,0,1,1.1,Excellent,Happy
4,0,0,0,0,Medium,Moderate,Sunny,1,7.5,0.0,0,1,1,1,0.8,Good,Sad
9,1,2,1,1,Medium,Moderate,Rainy,1,2.5,4.2,1,0,1,1,1.1,Good,Calm
8,1,2,1,1,High,Light,Rainy,0,5.4,3.5,1,0,1,1,1.5,Fair,Calm
9,1,1,1,0,Low,Moderate,Cloudy,1,2.5,4.4,1,0,1,1,1.5,Good,Happy
7,1,2,1,0,Low,Heavy,Sunny,0,5.1,3.4,1,0,0,1,1.8,Fair,Calm
5,0,3,0,0,Low,Heavy,Sunny,0,5.6,0.8,0,1,0,1,0.3,Good,Annoyed
8,1,2,1,1,Medium,Moderate,Windy,0,2.0,4.0,1,0,1,0,1.8,Good,Happy
8,1,1,1,0,Medium,Heavy,Sunny,1,3.9,3.2,1,0,1,1,3.0,Excellent,Calm
8,1,2,1,0,Medium,Moderate,Sunny,0,3.4,4.3,1,0,1,1,2.7,Good,Happy
7,1,1,1,0,Medium,Moderate,Cloudy,1,3.0,5.8,1,0,1,1,2.7,Good,Happy
5,1,2,0,0,Medium,Heavy,Windy,1,7.5,1.8,0,1,0,1,1.4,Fair,Annoyed
5,0,2,1,0,Medium,Heavy,Cloudy,0,9.3,0.2,0,0,1,0,1.2,Good,Sad
6,0,0,1,1,High,Heavy,Windy,1,6.5,0.7,0,1,0,0,0.8,Good,Annoyed
9,1,2,0,0,Medium,Moderate,Windy,1,2.4,2.5,1,0,0,1,2.2,Poor,Happy
8,1,1,1,1,Low,Moderate,Sunny,1,5.0,5.0,1,0,0,0,3.2,Good,Happy
8,0,2,1,1,Low,Light,Cloudy,0,3.1,4.7,1,0,0,1,2.1,Good,Calm
8,1,2,1,1,High,Moderate,Rainy,1,3.5,3.5,1,0,1,1,1.6,Fair,Happy
9,1,2,1,1,Medium,Heavy,Sunny,1,5.5,5.5,1,0,1,1,2.3,Excellent,Calm
5,1,1,0,0,Medium,Moderate,Sunny,1,5.8,0.2,0,0,0,1,0.2,Good,Sad
8,1,2,1,0,Low,Heavy,Sunny,0,4.6,5.2,1,0,1,1,2.8,Good,Happy
9,1,2,1,1,Low,Moderate,Sunny,1,4.2,2.2,1,0,1,1,3.5,Good,Happy
4,1,3,1,0,Low,Moderate,Rainy,1,5.4,1.3,0,1,0,1,0.2,Excellent,Sad
8,1,2,1,1,Low,Moderate,Windy,1,2.1,2.9,1,0,1,1,1.5,Excellent,Calm
7,1,3,0,0,High,Heavy,Rainy,1,8.3,0.7,0,1,0,0,0.4,Poor,Sad
5,0,2,1,0,High,Heavy,Cloudy,1,5.1,0.8,0,1,0,0,0.9,Poor,Sad
5,0,2,1,0,High,Heavy,Cloudy,0,7.7,1.8,0,0,1,0,0.7,Good,Sad
8,1,1,1,0,Medium,Heavy,Sunny,0,2.2,5.3,1,0,1,1,3.1,Good,Calm
7,0,3,1,0,Low,Light,Cloudy,1,5.0,1.1,0,0,0,1,0.4,Poor,Sad
7,1,1,1,1,Low,Light,Sunny,0,3.5,5.7,1,0,1,1,1.3,Good,Happy
8,1,1,1,1,Low,Moderate,Windy,1,3.8,3.8,1,0,1,1,2.4,Good,Happy
7,1,2,1,0,Low,Moderate,Cloudy,1,3.1,2.3,1,0,1,1,1.8,Good,Calm
5,1,3,0,0,High,Heavy,Sunny,0,7.2,1.7,0,1,1,0,0.8,Fair,Annoyed
5,0,1,0,0,Medium,Heavy,Rainy,1,10.0,1.5,0,0,1,0,0.6,Poor,Annoyed
7,1,1,1,1,Low,Moderate,Cloudy,1,2.0,4.6,1,0,1,1,2.4,Excellent,Happy
8,1,2,1,0,Low,Moderate,Windy,1,5.4,5.8,1,0,1,1,3.4,Good,Happy
8,1,2,1,0,Low,Moderate,Sunny,1,3.7,3.3,1,0,1,1,2.0,Good,Happy
9,1,1,1,1,Low,Light,Sunny,1,3.0,3.6,1,0,1,1,1.8,Excellent,Calm
4,0,3,0,0,High,Light,Rainy,0,8.8,1.8,0,0,0,0,1.3,Good,Annoyed
7,0,2,1,0,Low,Light,Rainy,0,4.3,2.7,1,0,1,1,2.9,Good,Happy
8,1,1,1,1,High,Heavy,Windy,0,2.4,4.3,1,0,1,1,2.1,Good,Happy
5,0,2,0,0,High,Moderate,Sunny,0,6.5,2.3,0,0,1,0,0.7,Fair,Annoyed
8,1,1,1,1,Medium,Moderate,Sunny,0,3.7,5.1,1,0,1,1,3.1,Fair,Calm
8,1,1,1,1,Low,Light,Sunny,1,3.8,3.9,1,0,1,1,3.1,Good,Happy
6,0,2,0,0,Medium,Heavy,Rainy,1,8.6,0.3,0,1,0,1,0.5,Excellent,Annoyed
7,1,1,1,1,High,Heavy,Snowy,0,9.1,1.6,0,1,0,1,1.5,Excellent,Annoyed
6,0,1,1,0,Low,Moderate,Cloudy,1,8.2,0.8,0,1,0,1,0.5,Fair,Annoyed
7,1,1,1,1,Low,Moderate,Sunny,1,5.0,5.6,1,0,1,0,2.7,Excellent,Happy
8,1,2,1,1,Low,Light,Windy,1,4.7,2.2,1,0,1,1,2.4,Fair,Calm
7,1,2,1,1,Low,Moderate,Sunny,1,5.5,4.2,1,0,1,1,2.1,Good,Calm
7,1,1,1,0,Medium,Moderate,Rainy,1,2.3,4.1,1,0,1,1,1.8,Excellent,Happy
8,0,1,1,1,Low,Light,Sunny,0,5.3,2.8,1,0,1,1,2.6,Poor,Happy
5,1,3,0,0,High,Moderate,Windy,1,6.8,2.1,0,0,1,1,0.2,Poor,Sad
8,1,1,1,0,Medium,Light,Windy,1,4.1,2.9,1,0,1,1,2.3,Good,Happy
7,1,2,1,1,Low,Light,Cloudy,0,2.3,2.7,1,1,1,1,2.6,Good,Calm
9,0,1,0,1,Medium,Moderate,Rainy,1,2.6,4.8,1,0,1,1,2.7,Good,Calm
6,1,1,0,0,Medium,Moderate,Cloudy,1,9.7,2.4,0,0,1,1,0.4,Poor,Annoyed
7,1,1,1,1,Low,Moderate,Cloudy,0,4.9,2.9,1,0,1,1,1.3,Poor,Calm
5,0,0,0,0,High,Heavy,Windy,1,9.0,0.3,0,1,1,0,0.4,Poor,Annoyed
7,1,1,1,1,Medium,Moderate,Sunny,1,4.9,3.1,1,0,0,1,2.5,Excellent,Happy
8,0,2,1,0,Low,Moderate,Sunny,1,3.9,6.0,1,0,1,1,3.0,Good,Calm
8,1,2,1,0,Low,Light,Windy,1,2.7,4.9,1,0,1,1,3.4,Excellent,Calm
9,0,1,0,0,Medium,Moderate,Cloudy,0,3.5,4.9,1,0,1,1,3.0,Good,Happy
7,0,0,0,0,High,Heavy,Cloudy,0,6.0,1.6,0,0,1,1,0.7,Fair,Sad
8,0,2,1,1,Low,Moderate,Sunny,1,3.2,5.8,1,0,1,1,1.3,Good,Happy
7,1,1,1,0,Low,Heavy,Rainy,1,3.8,2.3,1,1,1,1,2.5,Fair,Calm
4,1,0,1,1,High,Heavy,Windy,0,6.7,0.6,0,1,0,1,1.0,Poor,Annoyed
7,0,0,0,1,High,Moderate,Cloudy,0,8.4,2.1,0,0,0,1,0.9,Poor,Sad
4,1,0,1,0,High,Moderate,Rainy,0,9.5,2.3,0,0,1,1,1.2,Poor,Sad
7,1,1,0,0,Medium,Moderate,Cloudy,0,5.4,2.2,1,0,0,1,3.3,Good,Calm
4,1,3,0,0,High,Heavy,Rainy,0,5.7,1.6,0,0,1,1,0.2,Excellent,Annoyed
5,0,0,1,1,High,Heavy,Cloudy,1,5.7,1.4,0,1,0,1,1.3,Good,Annoyed
7,0,3,0,1,Medium,Heavy,Cloudy,1,6.2,1.6,0,0,1,1,0.2,Good,Sad
7,0,1,1,1,Medium,Heavy,Rainy,1,7.6,2.4,0,1,0,1,0.7,Fair,Annoyed
9,1,1,1,1,Medium,Moderate,Rainy,1,3.2,2.4,1,0,1,1,1.4,Good,Happy
7,1,3,1,0,Medium,Heavy,Cloudy,0,6.2,1.1,0,1,0,1,0.0,Fair,Sad
4,1,0,1,0,High,Moderate,Windy,0,8.6,0.8,0,1,0,0,0.7,Poor,Annoyed
8,1,1,1,1,Low,Moderate,Cloudy,1,2.9,4.7,1,0,0,0,3.5,Excellent,Calm
9,0,1,1,1,Medium,Moderate,Sunny,0,2.4,3.6,1,1,1,1,2.2,Good,Happy
7,1,2,1,1,Medium,Heavy,Cloudy,1,2.2,2.3,1,0,0,1,2.8,Fair,Calm
7,0,2,0,0,Medium,Moderate,Snowy,0,5.7,0.1,0,1,0,1,0.8,Fair,Sad
4,0,2,1,0,Medium,Heavy,Sunny,1,8.9,0.7,0,0,0,1,1.0,Good,Sad
8,0,2,1,0,Low,Moderate,Sunny,1,4.3,2.4,1,1,1,1,2.0,Fair,Happy
7,0,3,1,1,Medium,Moderate,Cloudy,0,9.0,1.8,0,0,0,0,0.9,Poor,Sad
7,1,2,0,1,Low,Heavy,Sunny,1,3.5,3.6,1,0,1,1,2.8,Good,Happy
4,1,3,0,0,High,Moderate,Cloudy,0,6.9,0.1,0,1,1,1,1.3,Fair,Annoyed
5,1,1,0,1,Medium,Heavy,Windy,1,8.3,1.1,0,1,1,1,0.9,Fair,Sad
7,1,1,0,1,Low,Light,Sunny,1,2.3,3.2,1,0,1,1,3.5,Good,Happy
8,1,2,0,1,Low,Moderate,Sunny,1,3.8,2.1,1,0,1,1,3.2,Good,Calm
4,1,0,1,0,Low,Heavy,Rainy,0,5.4,1.1,0,0,1,1,1.0,Good,Annoyed
8,1,1,1,0,Low,Moderate,Rainy,1,4.3,2.4,1,0,1,1,3.1,Excellent,Happy
8,1,1,1,0,Low,Moderate,Sunny,1,5.3,5.7,1,0,1,1,3.3,Good,Calm
7,0,2,1,0,High,Heavy,Sunny,1,8.4,1.3,0,1,0,1,0.1,Poor,Annoyed
9,1,1,1,1,High,Moderate,Rainy,1,4.3,4.9,1,0,0,1,2.4,Excellent,Happy
7,1,1,1,1,High,Moderate,Cloudy,0,3.4,3.2,1,0,1,1,1.5,Fair,Happy
7,1,1,1,1,Low,Light,Sunny,1,2.5,5.8,1,0,1,1,2.8,Excellent,Calm
8,1,1,1,1,Medium,Moderate,Rainy,1,4.3,2.8,1,0,1,1,2.1,Good,Calm
5,0,1,0,0,Low,Heavy,Sunny,1,9.9,1.7,0,1,1,1,1.1,Good,Annoyed
4,1,2,0,0,High,Heavy,Rainy,1,8.1,1.4,0,1,1,1,0.5,Fair,Sad
7,1,3,1,0,Medium,Light,Rainy,0,6.9,1.1,0,1,0,0,0.8,Excellent,Sad
9,0,1,1,1,High,Heavy,Cloudy,0,4.7,5.4,1,0,1,1,3.1,Excellent,Calm
6,1,0,1,0,Low,Heavy,Sunny,1,6.8,2.1,0,1,1,1,0.0,Poor,Annoyed
7,0,2,1,0,Medium,Heavy,Sunny,1,2.3,4.2,1,0,0,1,1.8,Good,Happy
5,0,2,0,0,High,Heavy,Sunny,0,5.9,1.4,0,0,0,1,0.8,Poor,Annoyed
7,0,2,1,1,Medium,Light,Sunny,1,3.8,4.6,1,1,1,1,2.1,Good,Calm
4,1,3,0,0,High,Moderate,Cloudy,1,5.1,1.9,0,1,0,1,1.4,Poor,Annoyed
8,0,2,1,1,Low,Light,Cloudy,0,4.4,4.1,1,0,1,1,1.5,Good,Happy
9,1,2,1,0,Low,Moderate,Rainy,1,4.9,4.2,1,1,1,0,2.1,Good,Happy
8,1,1,1,1,Low,Moderate,Sunny,1,2.7,5.6,1,0,0,1,2.0,Good,Happy
9,1,2,1,1,Low,Heavy,Sunny,1,3.1,2.3,1,1,1,1,1.7,Good,Calm
7,0,0,1,0,High,Light,Sunny,1,8.8,0.0,0,1,0,1,0.4,Fair,Annoyed
8,1,1,1,0,Low,Moderate,Sunny,1,3.3,3.2,1,0,0,1,2.0,Excellent,Calm
6,1,3,0,0,Medium,Moderate,Sunny,0,5.8,1.8,0,0,0,1,1.3,Good,Sad
7,0,1,0,0,High,Moderate,Sunny,0,7.1,0.4,0,1,1,0,1.3,Fair,Annoyed
7,1,1,1,1,Medium,Moderate,Rainy,1,4.5,2.5,1,0,1,1,3.4,Fair,Happy
7,1,1,1,1,Low,Heavy,Cloudy,1,3.8,4.4,1,0,1,1,3.0,Poor,Calm
8,1,1,1,1,Low,Moderate,Cloudy,1,3.0,3.6,1,0,1,1,2.4,Good,Happy
4,0,3,0,0,High,Moderate,Sunny,0,7.9,1.6,0,0,0,1,1.2,Excellent,Sad
8,1,2,0,1,Medium,Moderate,Sunny,1,5.3,4.4,1,0,1,1,2.9,Excellent,Happy
7,0,3,1,0,High,Moderate,Cloudy,1,6.8,1.0,0,0,1,0,0.9,Fair,Sad
8,1,1,1,1,Medium,Moderate,Windy,1,3.4,4.8,1,0,0,1,2.8,Excellent,Calm
8,1,1,0,1,Low,Moderate,Sunny,1,5.4,4.0,1,0,1,1,3.1,Good,Happy
7,1,0,1,0,Medium,Moderate,Windy,1,6.0,0.9,0,0,0,1,1.4,Excellent,Annoyed
8,0,2,0,1,Low,Moderate,Sunny,0,4.3,3.1,1,0,1,1,3.1,Good,Happy
9,1,1,1,0,Low,Heavy,Cloudy,1,5.3,2.2,1,0,1,1,1.1,Good,Calm
8,1,1,1,0,Low,Moderate,Sunny,1,3.3,5.0,1,0,1,1,1.0,Fair,Happy
8,1,1,1,1,Low,Heavy,Sunny,1,5.1,4.6,1,0,1,1,2.3,Good,Calm
8,1,2,1,1,Medium,Moderate,Sunny,0,4.0,4.6,1,0,1,1,1.9,Good,Happy
8,1,2,1,1,Low,Heavy,Sunny,1,3.3,5.4,1,0,1,1,1.4,Excellent,Happy
8,1,1,1,1,Low,Moderate,Cloudy,1,3.2,5.3,1,0,1,1,1.0,Fair,Calm
9,1,1,1,0,Medium,Moderate,Rainy,1,5.0,4.8,1,0,0,1,2.5,Poor,Happy
8,1,2,1,1,High,Light,Windy,1,4.1,4.0,1,0,1,0,2.7,Excellent,Calm
6,1,0,0,0,Medium,Moderate,Windy,0,7.8,1.0,0,0,0,0,0.7,Fair,Annoyed
7,0,2,1,0,Low,Light,Snowy,0,9.0,0.1,0,1,1,1,0.0,Poor,Annoyed
8,1,2,1,1,Low,Light,Snowy,1,4.6,3.8,1,0,1,1,3.1,Good,Happy
7,1,1,1,0,Low,Light,Sunny,1,3.5,4.9,1,1,1,1,2.3,Excellent,Calm
5,1,2,1,0,High,Heavy,Cloudy,0,5.4,0.7,0,0,1,0,0.7,Fair,Annoyed
8,1,1,1,1,Low,Heavy,Sunny,1,2.9,5.7,1,0,1,1,2.1,Good,Calm
6,0,1,0,1,High,Moderate,Cloudy,1,8.6,1.0,0,1,1,1,0.1,Good,Annoyed
7,1,2,1,0,High,Light,Cloudy,1,8.9,0.5,0,1,0,1,1.2,Good,Annoyed
9,1,1,1,1,Medium,Moderate,Cloudy,0,4.8,4.2,1,0,1,1,3.4,Good,Happy
8,1,1,1,0,Low,Moderate,Rainy,1,2.6,3.1,1,0,0,1,2.4,Excellent,Calm
7,1,1,1,1,Medium,Heavy,Windy,0,5.3,3.7,1,0,1,0,2.4,Good,Happy
9,1,1,1,1,High,Light,Cloudy,1,2.2,4.7,1,1,0,1,3.1,Excellent,Happy
8,1,1,0,0,Medium,Moderate,Sunny,0,4.3,2.0,1,0,0,1,2.0,Good,Happy
7,0,3,0,0,High,Moderate,Sunny,1,8.0,1.4,0,0,0,1,0.3,Fair,Annoyed
6,0,3,1,0,Medium,Moderate,Sunny,1,5.8,1.2,0,0,1,0,0.6,Poor,Sad
7,0,2,0,1,Low,Heavy,Cloudy,0,6.8,0.2,0,1,0,1,0.7,Excellent,Annoyed
7,1,1,0,0,Low,Moderate,Sunny,1,2.8,5.4,1,1,1,1,1.6,Poor,Happy
9,0,2,1,1,Low,Moderate,Sunny,1,3.6,4.8,1,1,1,0,2.2,Good,Happy
8,1,2,1,1,Medium,Moderate,Cloudy,1,3.7,3.5,1,0,1,1,3.3,Good,Calm
5,0,0,0,0,Medium,Heavy,Sunny,0,5.9,2.5,0,1,1,1,0.1,Excellent,Annoyed
9,0,2,1,1,Medium,Heavy,Sunny,0,4.4,3.2,1,0,0,1,2.3,Good,Happy
9,0,1,1,1,Low,Heavy,Sunny,1,3.1,2.7,1,0,1,1,2.7,Good,Happy
9,0,1,0,1,Medium,Moderate,Sunny,1,4.9,5.4,1,0,1,0,1.1,Excellent,Calm
8,1,2,1,1,Medium,Light,Rainy,0,5.1,3.8,1,0,1,0,1.7,Excellent,Calm
5,0,1,1,0,High,Heavy,Windy,1,9.2,1.7,0,0,0,1,0.0,Fair,Sad
8,1,1,1,1,Low,Moderate,Sunny,1,4.4,3.7,1,1,1,1,1.3,Good,Happy
8,1,1,0,1,Low,Moderate,Cloudy,1,2.4,2.5,1,0,1,1,1.8,Good,Calm
7,1,2,1,1,Medium,Moderate,Sunny,1,2.2,3.5,1,0,1,1,1.9,Good,Happy
7,1,2,0,0,Low,Moderate,Rainy,1,4.8,3.4,1,0,1,1,1.2,Good,Calm
5,0,0,0,1,High,Heavy,Cloudy,1,7.3,1.6,0,0,0,1,0.8,Good,Sad
9,1,1,1,1,Medium,Moderate,Rainy,0,5.3,4.5,1,0,1,1,1.6,Excellent,Happy
7,1,1,1,1,Medium,Moderate,Sunny,1,4.9,4.4,1,0,1,0,3.1,Excellent,Calm
9,1,2,1,1,Low,Moderate,Windy,1,4.3,2.8,1,0,1,1,1.8,Fair,Calm
9,0,1,1,1,High,Moderate,Windy,1,2.6,4.8,1,0,1,1,2.1,Excellent,Calm
7,1,2,1,1,Low,Moderate,Cloudy,0,2.1,3.8,1,0,1,1,1.4,Good,Happy
4,1,3,0,0,Low,Heavy,Rainy,1,8.6,1.7,0,0,1,0,0.9,Good,Annoyed
7,0,1,1,1,Low,Moderate,Cloudy,1,3.8,4.1,1,0,1,1,1.2,Fair,Calm
9,1,1,0,1,Medium,Moderate,Sunny,1,2.3,5.5,1,0,1,1,2.7,Good,Calm
7,1,0,1,0,Medium,Light,Sunny,1,8.8,1.3,0,1,0,1,0.4,Fair,Annoyed
9,1,2,1,1,Medium,Heavy,Sunny,1,5.2,2.6,1,0,1,1,2.4,Good,Happy
5,0,2,1,1,Medium,Heavy,Sunny,1,5.8,1.8,0,0,0,1,0.3,Good,Annoyed
7,1,2,1,1,Low,Moderate,Sunny,1,5.1,2.8,1,0,0,1,2.8,Good,Calm
6,1,0,1,0,High,Moderate,Cloudy,0,5.1,0.9,0,1,1,1,0.7,Poor,Sad
7,0,2,0,1,Low,Heavy,Cloudy,0,7.1,1.6,0,1,0,1,0.2,Poor,Annoyed
7,0,1,0,0,Medium,Heavy,Windy,0,5.1,0.6,0,0,0,1,0.3,Fair,Annoyed
7,0,1,1,1,Low,Moderate,Sunny,1,5.3,3.3,1,0,0,1,2.0,Good,Calm
4,0,1,1,0,High,Heavy,Cloudy,0,7.3,2.1,0,1,1,1,0.2,Poor,Annoyed
9,1,1,1,1,Low,Moderate,Sunny,0,2.2,2.8,1,0,1,1,3.4,Fair,Happy
9,1,2,0,1,Medium,Moderate,Cloudy,1,3.4,4.6,1,0,0,1,2.4,Excellent,Happy
9,1,1,1,1,Medium,Moderate,Sunny,1,3.7,5.6,1,1,1,1,2.0,Good,Calm
9,0,1,1,0,Medium,Light,Rainy,1,4.6,3.7,1,0,1,1,2.1,Good,Calm
6,1,3,0,0,Medium,Heavy,Sunny,1,5.5,0.2,0,1,0,1,0.1,Fair,Annoyed
7,1,2,0,1,Medium,Moderate,Sunny,1,5.4,6.0,1,0,1,1,1.4,Fair,Calm
8,1,2,1,1,Low,Moderate,Cloudy,1,5.4,5.6,1,0,0,1,2.5,Excellent,Happy
4,0,2,0,1,Medium,Moderate,Sunny,0,9.0,1.5,0,1,0,1,0.7,Poor,Sad
7,1,0,1,1,High,Heavy,Snowy,1,6.3,0.7,0,1,1,1,0.5,Excellent,Annoyed
7,0,1,0,1,Low,Moderate,Sunny,1,4.7,3.9,1,0,1,1,2.2,Excellent,Calm
9,1,1,0,1,Medium,Light,Cloudy,1,4.8,5.5,1,1,1,1,3.0,Good,Happy
8,0,1,1,1,Medium,Moderate,Sunny,1,3.5,2.5,1,0,1,1,2.9,Good,Happy
8,1,1,1,1,Low,Heavy,Sunny,0,2.8,5.3,1,0,1,1,2.8,Fair,Happy
5,1,2,1,1,High,Moderate,Rainy,1,9.5,1.1,0,1,0,1,0.3,Poor,Annoyed
4,1,2,0,1,Medium,Heavy,Sunny,0,9.0,1.9,0,0,1,1,1.4,Fair,Annoyed
8,1,2,1,0,Low,Moderate,Rainy,1,4.9,4.4,1,0,1,1,3.5,Poor,Happy
6,1,0,0,0,High,Heavy,Cloudy,1,5.7,0.8,0,1,1,1,1.3,Fair,Annoyed
5,1,1,0,0,High,Moderate,Sunny,1,6.0,2.2,0,0,1,1,1.3,Poor,Sad
9,0,1,1,1,Low,Light,Rainy,0,5.5,4.5,1,0,0,1,2.6,Excellent,Calm
6,0,0,1,0,Low,Moderate,Cloudy,1,7.6,0.5,0,0,0,0,0.2,Fair,Annoyed
5,0,3,1,0,High,Heavy,Sunny,1,5.6,1.0,0,1,0,1,0.7,Good,Sad
7,1,2,1,1,Medium,Moderate,Sunny,1,5.0,2.8,1,0,1,1,2.4,Good,Happy
8,0,2,1,1,Medium,Light,Cloudy,1,4.8,4.5,1,0,1,1,1.1,Good,Happy
7,1,1,1,1,High,Heavy,Sunny,1,3.4,5.4,1,0,1,1,3.0,Fair,Happy
9,1,1,1,1,Low,Heavy,Sunny,1,3.7,2.5,1,1,1,1,1.1,Fair,Calm
7,1,3,1,1,High,Moderate,Windy,1,9.5,1.1,0,0,1,0,0.8,Good,Sad
8,0,1,0,1,Medium,Moderate,Sunny,1,4.7,6.0,1,0,1,1,3.5,Good,Calm
9,1,1,1,1,Low,Light,Cloudy,1,3.5,2.3,1,0,0,1,3.2,Good,Calm
8,0,2,1,1,High,Moderate,Sunny,1,4.9,4.2,1,0,1,1,2.9,Excellent,Happy
7,1,1,1,1,Medium,Heavy,Sunny,1,3.6,4.1,1,1,1,1,1.0,Good,Calm
7,1,2,1,0,Low,Moderate,Cloudy,1,3.6,3.2,1,0,1,1,1.9,Good,Happy
4,0,3,1,1,Medium,Moderate,Snowy,1,9.8,1.9,0,0,0,1,0.5,Poor,Sad
8,1,1,1,1,Medium,Heavy,Sunny,0,2.0,4.1,1,0,1,1,2.9,Excellent,Calm
6,1,2,0,0,High,Heavy,Cloudy,1,6.3,1.7,0,0,1,0,1.1,Poor,Annoyed
8,1,2,0,1,Low,Moderate,Sunny,1,3.5,2.7,1,0,1,1,1.3,Excellent,Calm
6,1,0,1,0,High,Moderate,Snowy,0,9.8,2.3,0,0,1,1,0.4,Fair,Annoyed
5,0,3,0,0,Medium,Heavy,Rainy,0,8.3,1.6,0,1,0,0,1.4,Excellent,Sad
9,1,1,1,0,Medium,Light,Sunny,1,2.7,5.9,1,1,1,1,1.8,Good,Happy
5,1,2,1,0,High,Heavy,Sunny,0,8.3,1.8,0,1,0,0,1.4,Excellent,Annoyed
9,1,1,1,1,Medium,Light,Sunny,1,4.4,4.5,1,1,0,1,3.0,Good,Happy
7,1,1,1,0,High,Heavy,Rainy,0,7.6,2.0,0,0,0,0,1.4,Poor,Sad
